dataset,model,rmse,rank
california,SmoothGAM_3dp,2.046624,82
california,SmoothGAM_3pct,2.046624,84
california,SmoothGAM_40s,2.024113,73
california,SmoothGAM_4pass62,2.060814,97
california,SmoothGAM_50s,2.022075,72
california,SmoothGAM_5light,2.056467,96
california,SmoothGAM_60s,2.020518,71
california,SmoothGAM_ES,0.714067,20
california,SmoothGAM_GBMres,2.008120,67
california,SmoothGAM_RF,2.012487,69
california,SmoothGAM_RF100,2.011487,68
california,SmoothGAM_RF_sqrt,2.013002,70
california,SmoothGAM_allLin,2.046624,85
california,SmoothGAM_boost2,2.042423,81
california,SmoothGAM_clean,2.046624,83
california,SmoothGAM_dynR2,2.046624,88
california,SmoothGAM_fast,2.062507,98
california,SmoothGAM_gauss,2.038526,79
california,SmoothGAM_hybrid,0.714067,21
california,SmoothGAM_leafReg,2.042374,80
california,SmoothGAM_linBonus,2.053146,95
california,SmoothGAM_linRecal,24.708440,116
california,SmoothGAM_lr12,2.065209,99
california,SmoothGAM_mono,2.037451,78
california,SmoothGAM_msl3,2.050143,94
california,SmoothGAM_noES,2.046624,91
california,SmoothGAM_r70hyb,2.046624,92
california,SmoothGAM_recal,2.364139,113
california,SmoothGAM_refine,18.057628,115
california,SmoothGAM_sqrtF,2.121242,104
california,SmoothGAM_tinyGBM,2.030379,75
california,SmoothGAM_v1,0.714067,22
california,SmoothGAM_v2,0.720294,30
california,SmoothGAM_verify,2.046624,89
california,SparsePoly_v1,1.018741,44
california,SplineGAM_v1,1.355347,47
california,StochasticGAM_v1,0.705216,14
california,StumpLinear_v1,1.568264,60
california,TabPFN,0.603801,1
cpu_act,AdaptiveGAM_v1,0.169657,16
cpu_act,AdaptiveSplineGAM,0.196760,49
cpu_act,AdaptiveTreeGAM_v1,0.951900,114
cpu_act,AdditiveStumps_v1,0.175892,35
cpu_act,BaggedGAM_v1,0.496100,99
cpu_act,BinnedRidge_v1,0.354655,63
cpu_act,BoostedRidge_v1,0.553481,105
cpu_act,CompactAdditive_v1,0.193150,47
cpu_act,ControlledGAM_v1,0.200148,52
cpu_act,ControlledGAM_v2,0.175135,31
cpu_act,CyclicAdditive_v1,0.172801,20
cpu_act,DT_large,0.226447,55
cpu_act,DT_mini,0.253144,58
cpu_act,DistilledGAM_EBM,0.156562,7
cpu_act,DistilledGAM_v1,0.156562,6
cpu_act,DistilledRidge_v1,0.589300,109
cpu_act,EBM,0.167552,14
cpu_act,EnsembleGAM_v1,0.175892,36
cpu_act,FIGS_large,0.199590,51
cpu_act,FIGS_mini,0.239842,56
cpu_act,FullPWC_LinDisp,0.175892,33
cpu_act,GBM,0.158850,10
cpu_act,GBMLinear_v1,0.508569,102
cpu_act,GreedyGAM_v1,0.178674,38
cpu_act,HSTree_large,0.224038,54
cpu_act,HSTree_mini,0.253052,57
cpu_act,HingeEBM_200r,0.153624,2
cpu_act,HingeEBM_5bag,0.153924,3
cpu_act,HingeEBM_LinDisp,0.156592,8
cpu_act,HingeEBM_big,0.154338,4
cpu_act,HingeEBM_smart,0.156592,9
cpu_act,HingeEBM_v1,0.155110,5
cpu_act,HingeGAM_10bp,0.381972,65
cpu_act,HingeGBM_15pct,0.179935,41
cpu_act,HingeGBM_200est,0.163209,11
cpu_act,HingeGBM_3k,0.182258,43
cpu_act,HingeGBM_50d4,0.194598,48
cpu_act,HingeGBM_d2,0.174318,25
cpu_act,HingeGBM_posOnly,0.179145,39
cpu_act,HingeGBM_v1,0.179935,40
cpu_act,HingeLinear_v1,0.177794,37
cpu_act,HybridTreeLin_v2,0.189914,45
cpu_act,InteractionRidge_v1,0.262760,59
cpu_act,KD_GAM_v1,0.468198,73
cpu_act,LassoCV,0.742457,110
cpu_act,LinearPlusTree_v1,0.447350,71
cpu_act,MLP,912.810974,117
cpu_act,OLS,0.565065,107
cpu_act,PerFeatureTreeGAM_v1,0.507487,100
cpu_act,PiecewiseLinGAM_v1,0.180515,42
cpu_act,ProceduralGAM_v1,0.490460,91
cpu_act,PyGAM,0.173718,21
cpu_act,RF,0.199308,50
cpu_act,RFFRidge_v1,0.525035,103
cpu_act,RidgeCV,0.559656,106
cpu_act,RidgeDisguisedGAM,1.324985,116
cpu_act,RidgeStumpGAM,0.379438,64
cpu_act,RuleFit,0.318561,62
cpu_act,SelfCalGAM_v1,0.282120,60
cpu_act,SkStumpGAM_stoch,0.169849,17
cpu_act,SklearnGAM_hybrid,1.010591,115
cpu_act,SklearnStumpGAM_v1,0.175891,32
cpu_act,SmartAddGAM_100r,0.174320,26
cpu_act,SmartAddGAM_500r,0.170895,18
cpu_act,SmartAddGAM_compact,0.173992,23
cpu_act,SmartAddGAM_msl10,0.174193,24
cpu_act,SmartAddGAM_r90,0.173992,22
cpu_act,SmartAdditive_v1,0.175892,34
cpu_act,SmartAdditive_v2,0.174820,29
cpu_act,SmartAdditive_v3,0.171978,19
cpu_act,SmartAdditive_v4,0.168643,15
cpu_act,SmartAdditive_v5,0.174820,30
cpu_act,SmartAdditive_v6,0.174820,28
cpu_act,SmoothGAM_10s,0.490460,90
cpu_act,SmoothGAM_250_08,0.412780,68
cpu_act,SmoothGAM_2pass,0.390383,66
cpu_act,SmoothGAM_300r,0.487065,75
cpu_act,SmoothGAM_30s15p,0.490460,86
cpu_act,SmoothGAM_3dp,0.490460,85
cpu_act,SmoothGAM_3pct,0.490460,88
cpu_act,SmoothGAM_40s,0.490460,76
cpu_act,SmoothGAM_4pass62,0.579197,108
cpu_act,SmoothGAM_50s,0.490460,77
cpu_act,SmoothGAM_5light,0.551864,104
cpu_act,SmoothGAM_60s,0.490460,92
cpu_act,SmoothGAM_ES,0.490904,96
cpu_act,SmoothGAM_GBMres,0.490460,84
cpu_act,SmoothGAM_RF,0.490460,78
cpu_act,SmoothGAM_RF100,0.490460,79
cpu_act,SmoothGAM_RF_sqrt,0.490460,80
cpu_act,SmoothGAM_allLin,0.490460,89
cpu_act,SmoothGAM_boost2,0.393694,67
cpu_act,SmoothGAM_clean,0.490460,87
cpu_act,SmoothGAM_dynR2,0.490594,95
cpu_act,SmoothGAM_fast,0.873202,113
cpu_act,SmoothGAM_gauss,0.468680,74
cpu_act,SmoothGAM_hybrid,0.491916,98
cpu_act,SmoothGAM_leafReg,0.455582,72
cpu_act,SmoothGAM_linBonus,0.314569,61
cpu_act,SmoothGAM_linRecal,0.815242,112
cpu_act,SmoothGAM_lr12,0.432161,69
cpu_act,SmoothGAM_mono,0.490460,94
cpu_act,SmoothGAM_msl3,0.507733,101
cpu_act,SmoothGAM_noES,0.490460,81
cpu_act,SmoothGAM_r70hyb,0.490460,82
cpu_act,SmoothGAM_recal,0.189681,44
cpu_act,SmoothGAM_refine,0.433221,70
cpu_act,SmoothGAM_sqrtF,0.217805,53
cpu_act,SmoothGAM_tinyGBM,0.490460,83
cpu_act,SmoothGAM_v1,0.490904,97
cpu_act,SmoothGAM_v2,0.755582,111
cpu_act,SmoothGAM_verify,0.490460,93
cpu_act,SparsePoly_v1,0.190661,46
cpu_act,SplineGAM_v1,0.174720,27
cpu_act,StochasticGAM_v1,0.167390,13
cpu_act,StumpLinear_v1,0.166249,12
cpu_act,TabPFN,0.138888,1
elevators,AdaptiveGAM_v1,0.601614,26
elevators,AdaptiveSplineGAM,0.386707,4
elevators,AdaptiveTreeGAM_v1,0.869833,106
elevators,AdditiveStumps_v1,0.646771,46
elevators,BaggedGAM_v1,0.672101,85
elevators,BinnedRidge_v1,0.728352,96
elevators,BoostedRidge_v1,0.875269,109
elevators,CompactAdditive_v1,0.683853,90
elevators,ControlledGAM_v1,0.713514,94
elevators,ControlledGAM_v2,0.651059,57
elevators,CyclicAdditive_v1,0.638518,40
elevators,DT_large,0.704357,92
elevators,DT_mini,0.743616,97
elevators,DistilledGAM_EBM,0.430797,12
elevators,DistilledGAM_v1,0.873630,108
elevators,DistilledRidge_v1,0.878534,111
elevators,EBM,0.397748,6
elevators,EnsembleGAM_v1,0.646781,51
elevators,FIGS_large,0.674808,86
elevators,FIGS_mini,0.748350,99
elevators,FullPWC_LinDisp,0.646771,48
elevators,GBM,0.522039,13
elevators,GBMLinear_v1,0.791281,102
elevators,GreedyGAM_v1,0.628238,35
elevators,HSTree_large,0.723031,95
elevators,HSTree_mini,0.751891,100
elevators,HingeEBM_200r,0.428550,11
elevators,HingeEBM_5bag,0.396716,5
elevators,HingeEBM_LinDisp,0.423378,8
elevators,HingeEBM_big,0.403115,7
elevators,HingeEBM_smart,0.423378,9
elevators,HingeEBM_v1,0.423457,10
elevators,HingeGAM_10bp,0.900417,113
elevators,HingeGBM_15pct,0.597768,24
elevators,HingeGBM_200est,0.527180,14
elevators,HingeGBM_3k,0.595515,22
elevators,HingeGBM_50d4,0.620127,31
elevators,HingeGBM_d2,0.602064,27
elevators,HingeGBM_posOnly,0.601590,25
elevators,HingeGBM_v1,0.597768,23
elevators,HingeLinear_v1,0.862226,104
elevators,HybridTreeLin_v2,0.706783,93
elevators,InteractionRidge_v1,0.862879,105
elevators,KD_GAM_v1,0.658078,75
elevators,LassoCV,0.904215,115
elevators,LinearPlusTree_v1,0.769153,101
elevators,MLP,0.983679,116
elevators,OLS,0.903981,114
elevators,PerFeatureTreeGAM_v1,0.744325,98
elevators,PiecewiseLinGAM_v1,0.644823,42
elevators,ProceduralGAM_v1,0.657612,71
elevators,PyGAM,0.375632,3
elevators,RF,0.623118,32
elevators,RFFRidge_v1,0.894273,112
elevators,RidgeCV,0.876481,110
elevators,RidgeDisguisedGAM,0.681467,89
elevators,RidgeStumpGAM,0.692753,91
elevators,RuleFit,0.679608,88
elevators,SelfCalGAM_v1,0.870026,107
elevators,SkStumpGAM_stoch,0.590884,20
elevators,SklearnGAM_hybrid,0.661252,77
elevators,SklearnStumpGAM_v1,0.646801,52
elevators,SmartAddGAM_100r,0.659150,76
elevators,SmartAddGAM_500r,0.646075,44
elevators,SmartAddGAM_compact,0.646771,47
elevators,SmartAddGAM_msl10,0.661493,78
elevators,SmartAddGAM_r90,0.646771,49
elevators,SmartAdditive_v1,0.646771,50
elevators,SmartAdditive_v2,0.661653,81
elevators,SmartAdditive_v3,0.663148,83
elevators,SmartAdditive_v4,0.616484,29
elevators,SmartAdditive_v5,0.661653,82
elevators,SmartAdditive_v6,0.661653,80
elevators,SmoothGAM_10s,0.646209,45
elevators,SmoothGAM_250_08,0.652418,59
elevators,SmoothGAM_2pass,0.647302,54
elevators,SmoothGAM_300r,0.611944,28
elevators,SmoothGAM_30s15p,0.633364,37
elevators,SmoothGAM_3dp,0.657612,66
elevators,SmoothGAM_3pct,0.657612,68
elevators,SmoothGAM_40s,0.628239,36
elevators,SmoothGAM_4pass62,0.657446,62
elevators,SmoothGAM_50s,0.623649,33
elevators,SmoothGAM_5light,0.657552,63
elevators,SmoothGAM_60s,0.619509,30
elevators,SmoothGAM_ES,0.648382,55
elevators,SmoothGAM_GBMres,0.578713,18
elevators,SmoothGAM_RF,0.578152,16
elevators,SmoothGAM_RF100,0.578314,17
elevators,SmoothGAM_RF_sqrt,0.585584,19
elevators,SmoothGAM_allLin,0.657612,69
elevators,SmoothGAM_boost2,0.645333,43
elevators,SmoothGAM_clean,0.657612,67
elevators,SmoothGAM_dynR2,0.657612,72
elevators,SmoothGAM_fast,0.637220,39
elevators,SmoothGAM_gauss,0.661603,79
elevators,SmoothGAM_hybrid,0.656008,61
elevators,SmoothGAM_leafReg,0.653072,60
elevators,SmoothGAM_linBonus,0.647017,53
elevators,SmoothGAM_linRecal,1.062641,117
elevators,SmoothGAM_lr12,0.634550,38
elevators,SmoothGAM_mono,0.657612,74
elevators,SmoothGAM_msl3,0.657612,70
elevators,SmoothGAM_noES,0.657612,64
elevators,SmoothGAM_r70hyb,0.657612,65
elevators,SmoothGAM_recal,0.534572,15
elevators,SmoothGAM_refine,0.665520,84
elevators,SmoothGAM_sqrtF,0.677454,87
elevators,SmoothGAM_tinyGBM,0.639269,41
elevators,SmoothGAM_v1,0.648382,56
elevators,SmoothGAM_v2,0.652365,58
elevators,SmoothGAM_verify,0.657612,73
elevators,SparsePoly_v1,0.360163,2
elevators,SplineGAM_v1,0.858966,103
elevators,StochasticGAM_v1,0.594871,21
elevators,StumpLinear_v1,0.625300,34
elevators,TabPFN,0.292012,1
house_16H,AdaptiveGAM_v1,0.821948,35
house_16H,AdaptiveSplineGAM,0.961544,72
house_16H,AdaptiveTreeGAM_v1,0.913930,66
house_16H,AdditiveStumps_v1,0.800160,13
house_16H,BaggedGAM_v1,1.348323,99
house_16H,BinnedRidge_v1,0.804476,24
house_16H,BoostedRidge_v1,0.937302,69
house_16H,CompactAdditive_v1,0.807335,26
house_16H,ControlledGAM_v1,0.825742,40
house_16H,ControlledGAM_v2,0.820358,34
house_16H,CyclicAdditive_v1,0.813220,30
house_16H,DT_large,1.003924,76
house_16H,DT_mini,1.042565,77
house_16H,DistilledGAM_EBM,0.782991,10
house_16H,DistilledGAM_v1,0.824116,37
house_16H,DistilledRidge_v1,1.060312,81
house_16H,EBM,0.761079,3
house_16H,EnsembleGAM_v1,0.800160,14
house_16H,FIGS_large,1.071380,82
house_16H,FIGS_mini,1.101182,83
house_16H,FullPWC_LinDisp,0.800160,17
house_16H,GBM,0.840001,51
house_16H,GBMLinear_v1,0.881395,61
house_16H,GreedyGAM_v1,0.823768,36
house_16H,HSTree_large,0.887148,62
house_16H,HSTree_mini,0.916714,67
house_16H,HingeEBM_200r,0.763523,7
house_16H,HingeEBM_5bag,0.760921,2
house_16H,HingeEBM_LinDisp,0.762384,5
house_16H,HingeEBM_big,0.764634,8
house_16H,HingeEBM_smart,0.762384,6
house_16H,HingeEBM_v1,0.762278,4
house_16H,HingeGAM_10bp,0.926359,68
house_16H,HingeGBM_15pct,0.834274,47
house_16H,HingeGBM_200est,0.826443,42
house_16H,HingeGBM_3k,0.839363,49
house_16H,HingeGBM_50d4,0.850103,56
house_16H,HingeGBM_d2,0.840320,52
house_16H,HingeGBM_posOnly,0.839400,50
house_16H,HingeGBM_v1,0.834274,48
house_16H,HingeLinear_v1,0.805807,25
house_16H,HybridTreeLin_v2,0.824784,38
house_16H,InteractionRidge_v1,0.971421,74
house_16H,KD_GAM_v1,1.353070,107
house_16H,LassoCV,1.042664,78
house_16H,LinearPlusTree_v1,0.897750,64
house_16H,MLP,1.519955,114
house_16H,OLS,1.044770,79
house_16H,PerFeatureTreeGAM_v1,0.854357,57
house_16H,PiecewiseLinGAM_v1,0.810845,29
house_16H,ProceduralGAM_v1,1.348323,100
house_16H,PyGAM,0.901921,65
house_16H,RF,0.829627,44
house_16H,RFFRidge_v1,0.950037,71
house_16H,RidgeCV,0.937416,70
house_16H,RidgeDisguisedGAM,1.155805,87
house_16H,RidgeStumpGAM,2.084768,117
house_16H,RuleFit,0.861472,59
house_16H,SelfCalGAM_v1,1.154348,85
house_16H,SkStumpGAM_stoch,0.813396,31
house_16H,SklearnGAM_hybrid,1.348323,102
house_16H,SklearnStumpGAM_v1,0.800264,22
house_16H,SmartAddGAM_100r,0.798948,12
house_16H,SmartAddGAM_500r,0.798406,11
house_16H,SmartAddGAM_compact,0.800160,15
house_16H,SmartAddGAM_msl10,0.775433,9
house_16H,SmartAddGAM_r90,0.800160,18
house_16H,SmartAdditive_v1,0.800160,19
house_16H,SmartAdditive_v2,0.800160,20
house_16H,SmartAdditive_v3,0.818861,33
house_16H,SmartAdditive_v4,0.802067,23
house_16H,SmartAdditive_v5,0.800160,21
house_16H,SmartAdditive_v6,0.800160,16
house_16H,SmoothGAM_10s,0.975696,75
house_16H,SmoothGAM_250_08,1.339343,94
house_16H,SmoothGAM_2pass,1.170815,88
house_16H,SmoothGAM_300r,1.381745,110
house_16H,SmoothGAM_30s15p,0.848656,55
house_16H,SmoothGAM_3dp,1.348323,95
house_16H,SmoothGAM_3pct,1.348323,97
house_16H,SmoothGAM_40s,0.832703,46
house_16H,SmoothGAM_4pass62,1.457688,113
house_16H,SmoothGAM_50s,0.826766,43
house_16H,SmoothGAM_5light,1.412001,112
house_16H,SmoothGAM_60s,0.826294,41
house_16H,SmoothGAM_ES,1.334001,90
house_16H,SmoothGAM_GBMres,0.842859,53
house_16H,SmoothGAM_RF,0.847216,54
house_16H,SmoothGAM_RF100,0.825481,39
house_16H,SmoothGAM_RF_sqrt,0.807537,27
house_16H,SmoothGAM_allLin,1.348323,98
house_16H,SmoothGAM_boost2,1.050502,80
house_16H,SmoothGAM_clean,1.348323,96
house_16H,SmoothGAM_dynR2,1.334001,93
house_16H,SmoothGAM_fast,1.352423,106
house_16H,SmoothGAM_gauss,0.854729,58
house_16H,SmoothGAM_hybrid,1.334001,91
house_16H,SmoothGAM_leafReg,1.349426,105
house_16H,SmoothGAM_linBonus,1.365316,109
house_16H,SmoothGAM_linRecal,1.153988,84
house_16H,SmoothGAM_lr12,1.353181,108
house_16H,SmoothGAM_mono,1.324337,89
house_16H,SmoothGAM_msl3,1.596262,115
house_16H,SmoothGAM_noES,1.348323,103
house_16H,SmoothGAM_r70hyb,1.348323,104
house_16H,SmoothGAM_recal,0.831992,45
house_16H,SmoothGAM_refine,1.155605,86
house_16H,SmoothGAM_sqrtF,1.387068,111
house_16H,SmoothGAM_tinyGBM,0.890446,63
house_16H,SmoothGAM_v1,1.334001,92
house_16H,SmoothGAM_v2,1.695850,116
house_16H,SmoothGAM_verify,1.348323,101
house_16H,SparsePoly_v1,0.967142,73
house_16H,SplineGAM_v1,0.809516,28
house_16H,StochasticGAM_v1,0.816290,32
house_16H,StumpLinear_v1,0.861493,60
house_16H,TabPFN,0.728232,1
kin8nm,AdaptiveGAM_v1,0.814264,103
kin8nm,AdaptiveSplineGAM,0.814003,102
kin8nm,AdaptiveTreeGAM_v1,0.992896,117
kin8nm,AdditiveStumps_v1,0.808914,55
kin8nm,BaggedGAM_v1,0.811800,83
kin8nm,BinnedRidge_v1,0.801174,31
kin8nm,BoostedRidge_v1,0.812445,96
kin8nm,CompactAdditive_v1,0.816801,106
kin8nm,ControlledGAM_v1,0.889114,115
kin8nm,ControlledGAM_v2,0.848983,109
kin8nm,CyclicAdditive_v1,0.810033,63
kin8nm,DT_large,0.890079,116
kin8nm,DT_mini,0.877689,114
kin8nm,DistilledGAM_EBM,0.716229,10
kin8nm,DistilledGAM_v1,0.798588,28
kin8nm,DistilledRidge_v1,0.812959,98
kin8nm,EBM,0.715820,9
kin8nm,EnsembleGAM_v1,0.808914,56
kin8nm,FIGS_large,0.802428,32
kin8nm,FIGS_mini,0.849805,110
kin8nm,FullPWC_LinDisp,0.808914,52
kin8nm,GBM,0.755496,14
kin8nm,GBMLinear_v1,0.799628,30
kin8nm,GreedyGAM_v1,0.824338,108
kin8nm,HSTree_large,0.870956,112
kin8nm,HSTree_mini,0.874538,113
kin8nm,HingeEBM_200r,0.714770,6
kin8nm,HingeEBM_5bag,0.709978,4
kin8nm,HingeEBM_LinDisp,0.714865,7
kin8nm,HingeEBM_big,0.709921,3
kin8nm,HingeEBM_smart,0.714865,8
kin8nm,HingeEBM_v1,0.713894,5
kin8nm,HingeGAM_10bp,0.799501,29
kin8nm,HingeGBM_15pct,0.759435,15
kin8nm,HingeGBM_200est,0.733792,13
kin8nm,HingeGBM_3k,0.762508,19
kin8nm,HingeGBM_50d4,0.761120,18
kin8nm,HingeGBM_d2,0.776373,20
kin8nm,HingeGBM_posOnly,0.760694,17
kin8nm,HingeGBM_v1,0.759435,16
kin8nm,HingeLinear_v1,0.795632,26
kin8nm,HybridTreeLin_v2,0.803943,33
kin8nm,InteractionRidge_v1,0.728598,12
kin8nm,KD_GAM_v1,0.813640,101
kin8nm,LassoCV,0.811735,74
